Дата операции,Номер документа,Тип документа,Контрагент,Сумма,Валюта,НДС,Счет учета,Описание операции,Ответственный сотрудник
2026-02-12,LG-01222,Счет-фактура,TOO Logistic Group,45000,KZT,5400.0,3310,,Марина Ж.
2026-02-13,LG-01223,Акт,TOO Prime Service,52250,KZT,6270.0,7210,Услуги сопровождения офиса,Арман О.
2026-02-14,LG-01224,Счет-фактура,TOO Delta Supplies,59500,KZT,7140.0,2930,Поставка расходных материалов,Дамир К.
2026-02-15,LG-01225,Акт,TOO North Office,66750,KZT,8010.0,3310,Техническое обслуживание оборудования,Айгерим С.
2026-02-16,LG-01226,Счет-фактура,TOO Metro Parts,74000,KZT,8880.0,7210,Маркетинговые услуги,Нурлан Т.
2026-02-17,LG-01227,Акт,TOO City Trade,81250,KZT,9750.0,2930,Транспортные услуги,Марина Ж.
2026-02-18,LG-01228,Счет-фактура,IP Audit Expert,88500,KZT,10620.0,3310,Закупка канцелярских товаров,Арман О.
2026-02-19,LG-01229,Акт,TOO Vision Market,95750,KZT,11490.0,7210,Услуги сопровождения офиса,Дамир К.
2026-02-20,LG-01230,Счет-фактура,TOO Logistic Group,103000,KZT,12360.0,2930,Поставка расходных материалов,Айгерим С.
2026-02-21,LG-01231,Акт,TOO Prime Service,110250,KZT,13230.0,3310,Техническое обслуживание оборудования,Нурлан Т.
2026-02-22,LG-01232,Счет-фактура,TOO Delta Supplies,117500,KZT,14100.0,7210,Маркетинговые услуги,Марина Ж.
2026-02-23,LG-01233,Акт,TOO North Office,124750,KZT,14970.0,2930,Транспортные услуги,Арман О.
2026-02-24,LG-01234,Счет-фактура,TOO Metro Parts,132000,KZT,15840.0,3310,Закупка канцелярских товаров,Дамир К.
2026-02-25,LG-01235,Акт,TOO City Trade,139250,KZT,16710.0,7210,Услуги сопровождения офиса,Айгерим С.
2026-02-26,LG-01236,Счет-фактура,IP Audit Expert,146500,KZT,17580.0,2930,Поставка расходных материалов,Нурлан Т.
2026-02-27,LG-01237,Акт,TOO Vision Market,153750,KZT,18450.0,3310,Техническое обслуживание оборудования,Марина Ж.
2026-02-28,LG-01238,Счет-фактура,TOO Logistic Group,161000,KZT,19320.0,7210,Маркетинговые услуги,Арман О.
2026-03-01,LG-01239,Акт,TOO Prime Service,168250,KZT,20190.0,2930,Транспортные услуги,Дамир К.
2026-03-02,LG-01240,Счет-фактура,TOO Delta Supplies,175500,KZT,21060.0,3310,Закупка канцелярских товаров,Айгерим С.
2026-03-03,LG-01241,Акт,TOO North Office,182750,KZT,21930.0,7210,Услуги сопровождения офиса,Нурлан Т.
2026-03-04,LG-01242,Счет-фактура,TOO Metro Parts,190000,KZT,22800.0,2930,Поставка расходных материалов,Марина Ж.
2026-03-05,LG-01243,Акт,TOO City Trade,197250,KZT,23670.0,3310,Техническое обслуживание оборудования,Арман О.
2026-03-06,LG-01244,Счет-фактура,IP Audit Expert,204500,KZT,24540.0,7210,Маркетинговые услуги,Дамир К.
2026-03-07,LG-01245,Акт,TOO Vision Market,211750,KZT,25410.0,2930,Транспортные услуги,Айгерим С.
2026-03-08,LG-01246,Счет-фактура,TOO Logistic Group,219000,KZT,26280.0,3310,Закупка канцелярских товаров,Нурлан Т.
2026-03-09,LG-01247,Акт,TOO Prime Service,226250,KZT,27150.0,7210,Услуги сопровождения офиса,Марина Ж.
2026-03-10,LG-01248,Счет-фактура,TOO Delta Supplies,233500,KZT,28020.0,2930,Поставка расходных материалов,Арман О.
2026-03-11,LG-01249,Акт,TOO North Office,240750,KZT,28890.0,3310,Техническое обслуживание оборудования,Дамир К.
2026-03-12,LG-01250,Прочее,TOO Unknown Services,2750000,KZT,0,7210,Срочная корректировка вручную,Айгерим С.
2026-03-13,LG-01251,Акт,TOO City Trade,255250,KZT,30630.0,2930,Транспортные услуги,Нурлан Т.
2026-03-14,LG-01252,Счет-фактура,IP Audit Expert,262500,KZT,31500.0,3310,Закупка канцелярских товаров,Марина Ж.
2026-03-15,LG-01253,Акт,TOO Vision Market,269750,KZT,32370.0,7210,Услуги сопровождения офиса,Арман О.
2026-03-16,LG-01254,Счет-фактура,TOO Logistic Group,277000,KZT,33240.0,2930,Поставка расходных материалов,Дамир К.
2026-03-17,LG-01255,Акт,TOO Prime Service,284250,KZT,34110.0,3310,Техническое обслуживание оборудования,Айгерим С.
2026-03-18,LG-01256,Счет-фактура,TOO Delta Supplies,291500,KZT,34980.0,7210,Маркетинговые услуги,Нурлан Т.
2026-03-19,LG-01257,Акт,TOO North Office,298750,KZT,35850.0,2930,Транспортные услуги,Марина Ж.
2026-03-20,LG-01258,Счет-фактура,TOO Metro Parts,306000,KZT,36720.0,3310,Закупка канцелярских товаров,Арман О.
2026-03-21,LG-01259,Акт,TOO City Trade,45000,KZT,5400.0,7210,Услуги сопровождения офиса,Дамир К.
2026-03-22,LG-01260,Счет-фактура,IP Audit Expert,52250,KZT,6270.0,2930,Поставка расходных материалов,Айгерим С.
2026-03-23,LG-01261,Акт,TOO Vision Market,59500,KZT,7140.0,3310,Техническое обслуживание оборудования,Нурлан Т.
2026-03-24,LG-01262,Счет-фактура,TOO Logistic Group,66750,KZT,8010.0,7210,Маркетинговые услуги,Марина Ж.
2026-03-25,LG-01263,Акт,TOO Prime Service,74000,KZT,8880.0,2930,Транспортные услуги,Арман О.
2026-03-26,LG-01264,Счет-фактура,TOO Delta Supplies,81250,KZT,9750.0,3310,Закупка канцелярских товаров,Дамир К.
2026-03-27,LG-01265,Акт,TOO North Office,88500,KZT,10620.0,7210,Услуги сопровождения офиса,Айгерим С.
2026-03-28,LG-01266,Счет-фактура,TOO Metro Parts,95750,KZT,11490.0,2930,Поставка расходных материалов,Нурлан Т.
2026-03-29,LG-01267,Акт,TOO City Trade,103000,KZT,12360.0,3310,Техническое обслуживание оборудования,Марина Ж.
2026-03-30,LG-01268,Счет-фактура,IP Audit Expert,110250,KZT,13230.0,7210,Маркетинговые услуги,Арман О.
2026-03-31,LG-01269,Акт,TOO Vision Market,117500,KZT,14100.0,2930,Транспортные услуги,Дамир К.
2026-04-01,LG-01270,Счет-фактура,TOO Logistic Group,124750,KZT,14970.0,3310,Закупка канцелярских товаров,Айгерим С.
2026-04-02,LG-01271,Акт,TOO Prime Service,132000,KZT,15840.0,7210,Услуги сопровождения офиса,Нурлан Т.
2026-04-03,LG-01272,Счет-фактура,TOO Delta Supplies,139250,KZT,16710.0,2930,Поставка расходных материалов,Марина Ж.
2026-04-04,LG-01273,Акт,TOO North Office,146500,KZT,17580.0,3310,Техническое обслуживание оборудования,Арман О.
2026-04-05,LG-01274,Счет-фактура,TOO Metro Parts,153750,KZT,18450.0,7210,Маркетинговые услуги,Дамир К.
2026-04-06,LG-01275,Акт,TOO City Trade,161000,KZT,19320.0,2930,Транспортные услуги,Айгерим С.
2026-04-07,LG-01276,Счет-фактура,IP Audit Expert,168250,KZT,20190.0,3310,Закупка канцелярских товаров,Нурлан Т.
2026-04-08,LG-01277,Акт,TOO Vision Market,175500,KZT,21060.0,7210,Услуги сопровождения офиса,Марина Ж.
2026-04-09,LG-01278,Счет-фактура,TOO Logistic Group,182750,KZT,21930.0,2930,Поставка расходных материалов,Арман О.
2026-04-10,LG-01279,Акт,TOO Prime Service,190000,KZT,22800.0,3310,Техническое обслуживание оборудования,Дамир К.
2026-04-11,LG-01280,Счет-фактура,TOO Delta Supplies,197250,KZT,23670.0,7210,Маркетинговые услуги,Айгерим С.
2026-04-12,LG-01281,Акт,TOO North Office,204500,KZT,24540.0,2930,Транспортные услуги,Нурлан Т.
2026-04-13,LG-01282,Счет-фактура,TOO Metro Parts,211750,KZT,25410.0,3310,Закупка канцелярских товаров,Марина Ж.
2026-04-14,LG-01283,Акт,TOO City Trade,219000,KZT,26280.0,7210,Услуги сопровождения офиса,Арман О.
2026-04-15,LG-01284,Счет-фактура,IP Audit Expert,226250,KZT,27150.0,2930,Поставка расходных материалов,Дамир К.
2026-04-16,LG-01285,Акт,TOO Vision Market,233500,KZT,28020.0,3310,Техническое обслуживание оборудования,Айгерим С.
2026-04-17,LG-01286,Счет-фактура,TOO Logistic Group,240750,KZT,28890.0,7210,Маркетинговые услуги,Нурлан Т.
2026-04-18,LG-01287,Акт,TOO Prime Service,248000,KZT,29760.0,2930,Транспортные услуги,Марина Ж.
2026-04-19,LG-01288,Счет-фактура,TOO Delta Supplies,255250,KZT,30630.0,3310,Закупка канцелярских товаров,Арман О.
2026-04-20,LG-01289,Акт,IP Rare Vendor 2,262500,KZT,31500.0,7210,Услуги сопровождения офиса,Дамир К.
2026-04-21,LG-01290,Счет-фактура,TOO Metro Parts,269750,KZT,32370.0,2930,Поставка расходных материалов,Айгерим С.
2026-04-22,LG-01291,Акт,TOO City Trade,277000,KZT,33240.0,3310,Техническое обслуживание оборудования,Нурлан Т.
2026-04-23,LG-01292,Счет-фактура,IP Audit Expert,284250,KZT,34110.0,7210,Маркетинговые услуги,Марина Ж.
2026-04-24,LG-01293,Акт,TOO Vision Market,291500,KZT,34980.0,2930,Транспортные услуги,Арман О.
2026-04-25,LG-01294,Счет-фактура,TOO Logistic Group,298750,KZT,35850.0,3310,Закупка канцелярских товаров,Дамир К.
2026-04-26,LG-01295,Акт,TOO Prime Service,306000,KZT,36720.0,7210,Услуги сопровождения офиса,Айгерим С.
2026-04-27,LG-01296,Счет-фактура,TOO Delta Supplies,45000,KZT,5400.0,2930,Поставка расходных материалов,Нурлан Т.
2026-04-28,LG-01297,Акт,TOO North Office,52250,KZT,6270.0,3310,Техническое обслуживание оборудования,Марина Ж.
2026-04-29,LG-01298,Счет-фактура,TOO Metro Parts,59500,KZT,7140.0,7210,Маркетинговые услуги,Арман О.
2026-04-30,LG-01299,Акт,TOO City Trade,66750,KZT,8010.0,2930,Транспортные услуги,Дамир К.
2026-05-01,LG-01300,Счет-фактура,IP Audit Expert,74000,KZT,8880.0,3310,Закупка канцелярских товаров,Айгерим С.
2026-05-02,LG-01301,Акт,TOO Vision Market,81250,KZT,9750.0,7210,Услуги сопровождения офиса,Нурлан Т.
2026-05-03,LG-01302,Счет-фактура,TOO Logistic Group,88500,KZT,10620.0,2930,Поставка расходных материалов,Марина Ж.
2026-05-04,LG-01303,Акт,TOO Prime Service,95750,KZT,11490.0,3310,Техническое обслуживание оборудования,Арман О.
2026-05-05,LG-01304,Счет-фактура,TOO Delta Supplies,103000,KZT,12360.0,7210,Маркетинговые услуги,Дамир К.
2026-05-06,LG-01305,Акт,TOO North Office,110250,KZT,13230.0,2930,Транспортные услуги,Айгерим С.
2026-05-07,LG-01306,Счет-фактура,TOO Metro Parts,117500,KZT,14100.0,3310,Закупка канцелярских товаров,Нурлан Т.
2026-05-08,LG-01307,Акт,TOO City Trade,124750,KZT,14970.0,7210,Услуги сопровождения офиса,Марина Ж.
2026-05-09,LG-01308,Счет-фактура,IP Audit Expert,132000,KZT,15840.0,2930,Поставка расходных материалов,Арман О.
2026-05-10,LG-01309,Акт,TOO Vision Market,139250,KZT,16710.0,3310,Техническое обслуживание оборудования,Дамир К.
